Product,Period,Value
29,1,17007.0
29,2,18277.0
29,3,17696.0
29,4,19351.0
29,5,17650.0
29,6,18575.0
29,7,18030.0
29,8,19828.0
29,9,18003.0
29,10,18878.0
29,11,18299.0
29,12,19998.0
29,13,18186.0
29,14,19240.0
29,15,18662.0
29,16,20568.0
29,17,18442.0
29,18,19260.0
29,19,18919.0
29,20,21002.0
29,21,18761.0
29,22,19885.0
29,23,19346.0
29,24,21202.0
29,25,19059.0
29,26,20016.0
29,27,19768.0
29,28,21624.0
29,29,19451.0
29,30,20529.0
29,31,20032.0
29,32,22017.0
29,33,19764.0
29,34,20854.0
29,35,20434.0
29,36,22379.0
29,37,20155.0
29,38,21133.0
29,39,20624.0
29,40,22647.0
