Product,Period,Value
17,1,17665.0
17,2,15595.0
17,3,15674.0
17,4,14998.0
17,5,17913.0
17,6,15800.0
17,7,16133.0
17,8,15339.0
17,9,18090.0
17,10,16184.0
17,11,16268.0
17,12,15831.0
17,13,18674.0
17,14,16643.0
17,15,16608.0
17,16,15938.0
17,17,19004.0
17,18,16812.0
17,19,16896.0
17,20,16151.0
17,21,19255.0
17,22,17124.0
17,23,17216.0
17,24,16427.0
17,25,19585.0
17,26,17347.0
17,27,17374.0
17,28,16648.0
17,29,19761.0
17,30,17714.0
17,31,17866.0
17,32,17035.0
17,33,20079.0
17,34,18025.0
17,35,17963.0
17,36,17412.0
17,37,20352.0
17,38,18329.0
17,39,18398.0
17,40,17403.0
