Product,Period,Value
96,1,13841.0
96,2,13984.0
96,3,14185.0
96,4,14060.0
96,5,14043.0
96,6,14266.0
96,7,14237.0
96,8,14224.0
96,9,14226.0
96,10,14343.0
96,11,14367.0
96,12,14479.0
96,13,14335.0
96,14,14587.0
96,15,14417.0
96,16,14630.0
96,17,14630.0
96,18,14910.0
96,19,14790.0
96,20,14840.0
96,21,14972.0
96,22,14874.0
96,23,14839.0
96,24,15112.0
96,25,15049.0
96,26,15135.0
96,27,15141.0
96,28,15345.0
96,29,15324.0
96,30,15237.0
96,31,15279.0
96,32,15402.0
96,33,15672.0
96,34,15523.0
96,35,15628.0
96,36,15683.0
96,37,15549.0
96,38,15776.0
96,39,15840.0
96,40,15920.0
