Product,Period,Value
80,1,11296.0
80,2,11328.0
80,3,11286.0
80,4,11371.0
80,5,11178.0
80,6,11516.0
80,7,11197.0
80,8,11315.0
80,9,11229.0
80,10,11351.0
80,11,11216.0
80,12,11309.0
80,13,11351.0
80,14,11320.0
80,15,11233.0
80,16,11317.0
80,17,11210.0
80,18,11337.0
80,19,10998.0
80,20,11261.0
80,21,11356.0
80,22,11212.0
80,23,11076.0
80,24,11170.0
80,25,11223.0
80,26,10970.0
80,27,11229.0
80,28,11247.0
80,29,11091.0
80,30,11194.0
80,31,11184.0
80,32,11358.0
80,33,10957.0
80,34,11072.0
80,35,11013.0
80,36,11103.0
80,37,11159.0
80,38,11149.0
80,39,11264.0
80,40,11206.0
