Product,Period,Value
4,1,7422.0
4,2,7313.0
4,3,7370.0
4,4,7299.0
4,5,7363.0
4,6,7236.0
4,7,7421.0
4,8,7303.0
4,9,7273.0
4,10,7360.0
4,11,7300.0
4,12,7316.0
4,13,7233.0
4,14,7218.0
4,15,7436.0
4,16,7182.0
4,17,7419.0
4,18,7445.0
4,19,7341.0
4,20,7464.0
4,21,7244.0
4,22,7306.0
4,23,7360.0
4,24,7267.0
4,25,7167.0
4,26,7281.0
4,27,7263.0
4,28,7473.0
4,29,7358.0
4,30,7374.0
4,31,7352.0
4,32,7485.0
4,33,7307.0
4,34,7168.0
4,35,7227.0
4,36,7432.0
4,37,7309.0
4,38,7162.0
4,39,7273.0
4,40,7364.0
