Product,Period,Value
30,1,5670.0
30,2,5955.0
30,3,5859.0
30,4,4643.0
30,5,5705.0
30,6,5848.0
30,7,5908.0
30,8,4610.0
30,9,5638.0
30,10,5743.0
30,11,5843.0
30,12,4531.0
30,13,5548.0
30,14,5684.0
30,15,5841.0
30,16,4487.0
30,17,5466.0
30,18,5608.0
30,19,5776.0
30,20,4414.0
30,21,5490.0
30,22,5878.0
30,23,5861.0
30,24,4447.0
30,25,5538.0
30,26,5843.0
30,27,5634.0
30,28,4397.0
30,29,5603.0
30,30,5930.0
30,31,5920.0
30,32,4538.0
30,33,5520.0
30,34,5860.0
30,35,5884.0
30,36,4528.0
30,37,5405.0
30,38,5799.0
30,39,5843.0
30,40,4292.0
