Product,Period,Value
22,1,13039.0
22,2,12772.0
22,3,12839.0
22,4,12547.0
22,5,12833.0
22,6,12615.0
22,7,12360.0
22,8,12510.0
22,9,12489.0
22,10,12130.0
22,11,12201.0
22,12,12070.0
22,13,12017.0
22,14,11947.0
22,15,11934.0
22,16,11897.0
22,17,11653.0
22,18,11476.0
22,19,11624.0
22,20,11510.0
22,21,11390.0
22,22,11279.0
22,23,11209.0
22,24,11156.0
22,25,11080.0
22,26,11119.0
22,27,10766.0
22,28,10891.0
22,29,10698.0
22,30,10688.0
22,31,10595.0
22,32,10445.0
22,33,10621.0
22,34,10226.0
22,35,10500.0
22,36,10294.0
22,37,10170.0
22,38,9813.0
22,39,9934.0
22,40,9803.0
