Product,Period,Value
87,1,13994.0
87,2,14193.0
87,3,13936.0
87,4,14130.0
87,5,14313.0
87,6,14161.0
87,7,14432.0
87,8,14490.0
87,9,14444.0
87,10,14414.0
87,11,14541.0
87,12,14730.0
87,13,14865.0
87,14,14882.0
87,15,15017.0
87,16,14920.0
87,17,15068.0
87,18,15105.0
87,19,15264.0
87,20,15288.0
87,21,15482.0
87,22,15544.0
87,23,15512.0
87,24,15549.0
87,25,15576.0
87,26,15736.0
87,27,15588.0
87,28,15893.0
87,29,15912.0
87,30,15942.0
87,31,15956.0
87,32,16102.0
87,33,16214.0
87,34,16191.0
87,35,16209.0
87,36,16351.0
87,37,16458.0
87,38,16528.0
87,39,16285.0
87,40,16685.0
