Product,Period,Value
14,1,18598.0
14,2,18606.0
14,3,18772.0
14,4,18656.0
14,5,18767.0
14,6,18704.0
14,7,18585.0
14,8,18721.0
14,9,18668.0
14,10,18609.0
14,11,18630.0
14,12,18711.0
14,13,18779.0
14,14,18624.0
14,15,18403.0
14,16,18597.0
14,17,18786.0
14,18,18666.0
14,19,18849.0
14,20,18742.0
14,21,18751.0
14,22,18797.0
14,23,18750.0
14,24,18566.0
14,25,18727.0
14,26,18920.0
14,27,18655.0
14,28,18614.0
14,29,18832.0
14,30,18551.0
14,31,18796.0
14,32,18843.0
14,33,18780.0
14,34,18635.0
14,35,18723.0
14,36,18568.0
14,37,18674.0
14,38,18669.0
14,39,18928.0
14,40,18606.0
