Product,Period,Value
44,1,9008.0
44,2,8930.0
44,3,9038.0
44,4,8620.0
44,5,8637.0
44,6,8601.0
44,7,8599.0
44,8,8442.0
44,9,8254.0
44,10,8287.0
44,11,8107.0
44,12,7976.0
44,13,7995.0
44,14,7878.0
44,15,7521.0
44,16,7802.0
44,17,7684.0
44,18,7455.0
44,19,7368.0
44,20,7187.0
44,21,7420.0
44,22,7150.0
44,23,7129.0
44,24,7008.0
44,25,6747.0
44,26,6854.0
44,27,6582.0
44,28,6736.0
44,29,6518.0
44,30,6501.0
44,31,6357.0
44,32,6276.0
44,33,6169.0
44,34,6116.0
44,35,6065.0
44,36,5983.0
44,37,5887.0
44,38,5611.0
44,39,5897.0
44,40,5593.0
