Product,Period,Value
79,1,12252.0
79,2,11881.0
79,3,11882.0
79,4,11782.0
79,5,11992.0
79,6,11782.0
79,7,11682.0
79,8,11637.0
79,9,11571.0
79,10,11311.0
79,11,11364.0
79,12,11217.0
79,13,11230.0
79,14,11135.0
79,15,11113.0
79,16,10915.0
79,17,11010.0
79,18,10811.0
79,19,10709.0
79,20,10659.0
79,21,10769.0
79,22,10673.0
79,23,10632.0
79,24,10359.0
79,25,10360.0
79,26,10432.0
79,27,10032.0
79,28,10168.0
79,29,10069.0
79,30,10134.0
79,31,9916.0
79,32,9836.0
79,33,9689.0
79,34,9681.0
79,35,9621.0
79,36,9721.0
79,37,9407.0
79,38,9533.0
79,39,9157.0
79,40,9319.0
