Product,Period,Value
10,1,5555.0
10,2,5825.0
10,3,5675.0
10,4,5767.0
10,5,5632.0
10,6,5452.0
10,7,5834.0
10,8,5648.0
10,9,5791.0
10,10,5857.0
10,11,5850.0
10,12,5632.0
10,13,5634.0
10,14,5881.0
10,15,5813.0
10,16,5704.0
10,17,5802.0
10,18,5633.0
10,19,5841.0
10,20,5661.0
10,21,5704.0
10,22,5554.0
10,23,5689.0
10,24,5664.0
10,25,5762.0
10,26,5665.0
10,27,5735.0
10,28,5650.0
10,29,5639.0
10,30,5771.0
10,31,5726.0
10,32,5675.0
10,33,5766.0
10,34,5836.0
10,35,5766.0
10,36,5635.0
10,37,5921.0
10,38,5607.0
10,39,5764.0
10,40,5614.0
