Product,Period,Value
32,1,9337.0
32,2,8428.0
32,3,9675.0
32,4,9239.0
32,5,9587.0
32,6,8675.0
32,7,9835.0
32,8,9865.0
32,9,9982.0
32,10,8962.0
32,11,10152.0
32,12,10020.0
32,13,10286.0
32,14,9119.0
32,15,10549.0
32,16,10758.0
32,17,10596.0
32,18,9541.0
32,19,10823.0
32,20,10900.0
32,21,11106.0
32,22,9840.0
32,23,11247.0
32,24,11130.0
32,25,11106.0
32,26,10065.0
32,27,11612.0
32,28,11500.0
32,29,11549.0
32,30,10454.0
32,31,11946.0
32,32,11801.0
32,33,11945.0
32,34,10842.0
32,35,12363.0
32,36,12218.0
32,37,12173.0
32,38,11163.0
32,39,12530.0
32,40,12415.0
