Product,Period,Value
40,1,11201.0
40,2,11890.0
40,3,12119.0
40,4,10565.0
40,5,11489.0
40,6,12049.0
40,7,12452.0
40,8,11122.0
40,9,11668.0
40,10,12273.0
40,11,13077.0
40,12,11284.0
40,13,11858.0
40,14,12776.0
40,15,13100.0
40,16,11579.0
40,17,12288.0
40,18,13121.0
40,19,13591.0
40,20,11947.0
40,21,12749.0
40,22,13377.0
40,23,14030.0
40,24,12257.0
40,25,13194.0
40,26,13715.0
40,27,14476.0
40,28,12552.0
40,29,13372.0
40,30,13921.0
40,31,14530.0
40,32,12748.0
40,33,13743.0
40,34,14380.0
40,35,14951.0
40,36,12997.0
40,37,13771.0
40,38,14518.0
40,39,15320.0
40,40,13388.0
