Product,Period,Value
13,1,17294.0
13,2,14103.0
13,3,15669.0
13,4,17012.0
13,5,17174.0
13,6,14155.0
13,7,15966.0
13,8,16941.0
13,9,17097.0
13,10,14427.0
13,11,15858.0
13,12,17133.0
13,13,17036.0
13,14,14312.0
13,15,15948.0
13,16,16919.0
13,17,17067.0
13,18,14471.0
13,19,15939.0
13,20,16791.0
13,21,17159.0
13,22,14165.0
13,23,15944.0
13,24,17029.0
13,25,17249.0
13,26,14239.0
13,27,15854.0
13,28,17154.0
13,29,17346.0
13,30,14260.0
13,31,16048.0
13,32,17118.0
13,33,17122.0
13,34,14462.0
13,35,15993.0
13,36,17272.0
13,37,17246.0
13,38,14498.0
13,39,16125.0
13,40,17056.0
