Product,Period,Value
38,1,7463.0
38,2,6913.0
38,3,6975.0
38,4,7822.0
38,5,7191.0
38,6,6809.0
38,7,6664.0
38,8,7367.0
38,9,6980.0
38,10,6347.0
38,11,6308.0
38,12,7167.0
38,13,6653.0
38,14,6028.0
38,15,6252.0
38,16,7020.0
38,17,6408.0
38,18,6096.0
38,19,6042.0
38,20,6596.0
38,21,6110.0
38,22,5776.0
38,23,5719.0
38,24,6303.0
38,25,5990.0
38,26,5386.0
38,27,5510.0
38,28,6034.0
38,29,5457.0
38,30,5246.0
38,31,5290.0
38,32,5992.0
38,33,5420.0
38,34,4992.0
38,35,5049.0
38,36,5658.0
38,37,5093.0
38,38,4763.0
38,39,4845.0
38,40,5279.0
