Product,Period,Value
3,1,7080.0
3,2,7184.0
3,3,7237.0
3,4,7101.0
3,5,7259.0
3,6,7004.0
3,7,7237.0
3,8,7085.0
3,9,7320.0
3,10,7139.0
3,11,7019.0
3,12,7137.0
3,13,7218.0
3,14,7063.0
3,15,7118.0
3,16,7219.0
3,17,7172.0
3,18,7224.0
3,19,7236.0
3,20,7210.0
3,21,7152.0
3,22,7201.0
3,23,7228.0
3,24,7206.0
3,25,7128.0
3,26,7109.0
3,27,7153.0
3,28,7168.0
3,29,7202.0
3,30,7066.0
3,31,7308.0
3,32,6986.0
3,33,7221.0
3,34,7128.0
3,35,7216.0
3,36,7104.0
3,37,7069.0
3,38,7205.0
3,39,7166.0
3,40,7256.0
