Product,Period,Value
68,1,11555.0
68,2,11023.0
68,3,14764.0
68,4,15069.0
68,5,11392.0
68,6,10937.0
68,7,14710.0
68,8,15134.0
68,9,11510.0
68,10,11043.0
68,11,14818.0
68,12,15280.0
68,13,11446.0
68,14,10912.0
68,15,14885.0
68,16,15136.0
68,17,11488.0
68,18,11231.0
68,19,14728.0
68,20,15154.0
68,21,11429.0
68,22,10637.0
68,23,14713.0
68,24,15007.0
68,25,11383.0
68,26,11091.0
68,27,15050.0
68,28,15224.0
68,29,11400.0
68,30,10806.0
68,31,14579.0
68,32,15283.0
68,33,11582.0
68,34,11080.0
68,35,14775.0
68,36,15067.0
68,37,11558.0
68,38,11067.0
68,39,14723.0
68,40,14938.0
