Product,Period,Value
71,1,9298.0
71,2,9290.0
71,3,9222.0
71,4,9301.0
71,5,8987.0
71,6,9262.0
71,7,9261.0
71,8,9287.0
71,9,9339.0
71,10,9367.0
71,11,9058.0
71,12,9488.0
71,13,9480.0
71,14,9414.0
71,15,9344.0
71,16,9276.0
71,17,9516.0
71,18,9478.0
71,19,9467.0
71,20,9419.0
71,21,9331.0
71,22,9477.0
71,23,9445.0
71,24,9465.0
71,25,9437.0
71,26,9483.0
71,27,9653.0
71,28,9585.0
71,29,9453.0
71,30,9667.0
71,31,9778.0
71,32,9681.0
71,33,9649.0
71,34,9559.0
71,35,9808.0
71,36,9729.0
71,37,9796.0
71,38,9669.0
71,39,9707.0
71,40,9841.0
