Product,Period,Value
8,1,16615.0
8,2,16034.0
8,3,14841.0
8,4,18169.0
8,5,17104.0
8,6,16254.0
8,7,15040.0
8,8,18348.0
8,9,17298.0
8,10,16481.0
8,11,15283.0
8,12,18832.0
8,13,17551.0
8,14,16777.0
8,15,15638.0
8,16,19021.0
8,17,17892.0
8,18,17129.0
8,19,15698.0
8,20,19312.0
8,21,18154.0
8,22,17389.0
8,23,16210.0
8,24,19630.0
8,25,18450.0
8,26,17641.0
8,27,16348.0
8,28,19848.0
8,29,18734.0
8,30,17974.0
8,31,16462.0
8,32,20216.0
8,33,19079.0
8,34,18088.0
8,35,16719.0
8,36,20604.0
8,37,19175.0
8,38,18535.0
8,39,17239.0
8,40,20957.0
