Product,Period,Value
11,1,9771.0
11,2,10050.0
11,3,9949.0
11,4,9723.0
11,5,9730.0
11,6,9283.0
11,7,9363.0
11,8,9415.0
11,9,9373.0
11,10,9076.0
11,11,9049.0
11,12,9037.0
11,13,9068.0
11,14,8793.0
11,15,8794.0
11,16,8597.0
11,17,8526.0
11,18,8476.0
11,19,8310.0
11,20,8343.0
11,21,8129.0
11,22,8207.0
11,23,7981.0
11,24,7815.0
11,25,7895.0
11,26,7929.0
11,27,7529.0
11,28,7685.0
11,29,7530.0
11,30,7366.0
11,31,7132.0
11,32,7297.0
11,33,7186.0
11,34,7003.0
11,35,6879.0
11,36,6862.0
11,37,6897.0
11,38,6731.0
11,39,6521.0
11,40,6642.0
