Product,Period,Value
49,1,8343.0
49,2,8168.0
49,3,8031.0
49,4,8090.0
49,5,7907.0
49,6,8240.0
49,7,7933.0
49,8,7810.0
49,9,7859.0
49,10,7943.0
49,11,7839.0
49,12,7737.0
49,13,7691.0
49,14,7537.0
49,15,7727.0
49,16,7518.0
49,17,7329.0
49,18,7344.0
49,19,7362.0
49,20,7461.0
49,21,7276.0
49,22,7307.0
49,23,7286.0
49,24,7084.0
49,25,6967.0
49,26,7033.0
49,27,6996.0
49,28,6974.0
49,29,6846.0
49,30,6605.0
49,31,6733.0
49,32,6407.0
49,33,6578.0
49,34,6720.0
49,35,6356.0
49,36,6604.0
49,37,6490.0
49,38,6476.0
49,39,6357.0
49,40,6138.0
