Product,Period,Value
36,1,19736.0
36,2,19708.0
36,3,19701.0
36,4,19850.0
36,5,19899.0
36,6,19945.0
36,7,19753.0
36,8,19778.0
36,9,19948.0
36,10,20336.0
36,11,20179.0
36,12,19816.0
36,13,20024.0
36,14,20063.0
36,15,20265.0
36,16,20257.0
36,17,20363.0
36,18,20241.0
36,19,20273.0
36,20,20214.0
36,21,20357.0
36,22,20563.0
36,23,20565.0
36,24,20528.0
36,25,20636.0
36,26,20742.0
36,27,20830.0
36,28,20727.0
36,29,20921.0
36,30,20717.0
36,31,20677.0
36,32,20906.0
36,33,20957.0
36,34,21069.0
36,35,21042.0
36,36,20869.0
36,37,20768.0
36,38,21141.0
36,39,21131.0
36,40,21124.0
