Product,Period,Value
63,1,10635.0
63,2,10646.0
63,3,10511.0
63,4,10876.0
63,5,10721.0
63,6,10591.0
63,7,10713.0
63,8,10621.0
63,9,10579.0
63,10,10517.0
63,11,10575.0
63,12,10526.0
63,13,10506.0
63,14,10490.0
63,15,10629.0
63,16,10571.0
63,17,10745.0
63,18,10540.0
63,19,10603.0
63,20,10657.0
63,21,10524.0
63,22,10460.0
63,23,10572.0
63,24,10690.0
63,25,10667.0
63,26,10622.0
63,27,10487.0
63,28,10675.0
63,29,10693.0
63,30,10567.0
63,31,10598.0
63,32,10831.0
63,33,10693.0
63,34,10382.0
63,35,10462.0
63,36,10537.0
63,37,10610.0
63,38,10616.0
63,39,10734.0
63,40,10590.0
