Product,Period,Value
55,1,10464.0
55,2,10499.0
55,3,10543.0
55,4,10390.0
55,5,10588.0
55,6,10625.0
55,7,10527.0
55,8,10741.0
55,9,10450.0
55,10,10475.0
55,11,10314.0
55,12,10439.0
55,13,10524.0
55,14,10452.0
55,15,10423.0
55,16,10578.0
55,17,10465.0
55,18,10515.0
55,19,10242.0
55,20,10424.0
55,21,10585.0
55,22,10505.0
55,23,10266.0
55,24,10599.0
55,25,10516.0
55,26,10191.0
55,27,10185.0
55,28,10510.0
55,29,10588.0
55,30,10204.0
55,31,10430.0
55,32,10429.0
55,33,10454.0
55,34,10339.0
55,35,10390.0
55,36,10385.0
55,37,10601.0
55,38,10294.0
55,39,10573.0
55,40,10233.0
