Product,Period,Value
90,1,9980.0
90,2,10007.0
90,3,9916.0
90,4,9855.0
90,5,9955.0
90,6,9995.0
90,7,10104.0
90,8,10056.0
90,9,9777.0
90,10,10067.0
90,11,10055.0
90,12,9774.0
90,13,10007.0
90,14,10154.0
90,15,10043.0
90,16,9862.0
90,17,10111.0
90,18,10155.0
90,19,10056.0
90,20,10116.0
90,21,10108.0
90,22,10052.0
90,23,9893.0
90,24,9869.0
90,25,9931.0
90,26,10018.0
90,27,10141.0
90,28,9927.0
90,29,10129.0
90,30,9861.0
90,31,10038.0
90,32,10156.0
90,33,9975.0
90,34,10043.0
90,35,9861.0
90,36,9987.0
90,37,10153.0
90,38,9845.0
90,39,9970.0
90,40,9978.0
