Product,Period,Value
84,1,12004.0
84,2,11949.0
84,3,11941.0
84,4,12139.0
84,5,11948.0
84,6,12250.0
84,7,11935.0
84,8,12510.0
84,9,12297.0
84,10,12431.0
84,11,12297.0
84,12,12561.0
84,13,12512.0
84,14,12504.0
84,15,12648.0
84,16,12891.0
84,17,12888.0
84,18,12732.0
84,19,12921.0
84,20,12845.0
84,21,12936.0
84,22,12997.0
84,23,13023.0
84,24,13236.0
84,25,13124.0
84,26,13165.0
84,27,13110.0
84,28,13165.0
84,29,13333.0
84,30,13435.0
84,31,13474.0
84,32,13523.0
84,33,13724.0
84,34,13540.0
84,35,13533.0
84,36,13810.0
84,37,13596.0
84,38,13744.0
84,39,13733.0
84,40,14013.0
