Product,Period,Value
27,1,10518.0
27,2,10340.0
27,3,10337.0
27,4,10055.0
27,5,10141.0
27,6,9937.0
27,7,10143.0
27,8,9968.0
27,9,9839.0
27,10,9958.0
27,11,9819.0
27,12,9922.0
27,13,9743.0
27,14,9665.0
27,15,9815.0
27,16,9722.0
27,17,9561.0
27,18,9568.0
27,19,9344.0
27,20,9257.0
27,21,9298.0
27,22,9357.0
27,23,9282.0
27,24,9383.0
27,25,9210.0
27,26,9181.0
27,27,9087.0
27,28,9128.0
27,29,9188.0
27,30,8971.0
27,31,8904.0
27,32,8609.0
27,33,8770.0
27,34,8716.0
27,35,8784.0
27,36,8753.0
27,37,8680.0
27,38,8616.0
27,39,8343.0
27,40,8334.0
