Product,Period,Value
12,1,7740.0
12,2,9485.0
12,3,8557.0
12,4,8310.0
12,5,7824.0
12,6,9499.0
12,7,8523.0
12,8,8220.0
12,9,7782.0
12,10,9561.0
12,11,8599.0
12,12,8312.0
12,13,7824.0
12,14,9507.0
12,15,8530.0
12,16,8200.0
12,17,7914.0
12,18,9397.0
12,19,8648.0
12,20,8034.0
12,21,7731.0
12,22,9367.0
12,23,8531.0
12,24,7923.0
12,25,7801.0
12,26,9501.0
12,27,8673.0
12,28,8237.0
12,29,7846.0
12,30,9507.0
12,31,8506.0
12,32,8239.0
12,33,7744.0
12,34,9587.0
12,35,8489.0
12,36,8162.0
12,37,7706.0
12,38,9264.0
12,39,8477.0
12,40,8391.0
