Product,Period,Value
50,1,17974.0
50,2,18122.0
50,3,17837.0
50,4,18026.0
50,5,17910.0
50,6,17938.0
50,7,17814.0
50,8,17864.0
50,9,17878.0
50,10,17820.0
50,11,17794.0
50,12,17818.0
50,13,17844.0
50,14,17605.0
50,15,17701.0
50,16,17747.0
50,17,17775.0
50,18,17699.0
50,19,17625.0
50,20,17567.0
50,21,17622.0
50,22,17497.0
50,23,17683.0
50,24,17647.0
50,25,17572.0
50,26,17506.0
50,27,17654.0
50,28,17489.0
50,29,17485.0
50,30,17537.0
50,31,17427.0
50,32,17402.0
50,33,17394.0
50,34,17324.0
50,35,17368.0
50,36,17535.0
50,37,17463.0
50,38,17401.0
50,39,17359.0
50,40,17190.0
