Product,Period,Value
76,1,19105.0
76,2,19214.0
76,3,19134.0
76,4,19116.0
76,5,19296.0
76,6,18970.0
76,7,19009.0
76,8,18988.0
76,9,18905.0
76,10,19028.0
76,11,19068.0
76,12,18788.0
76,13,19106.0
76,14,18952.0
76,15,18885.0
76,16,18746.0
76,17,19069.0
76,18,18767.0
76,19,18944.0
76,20,18893.0
76,21,18820.0
76,22,18789.0
76,23,18632.0
76,24,18861.0
76,25,18665.0
76,26,18712.0
76,27,18808.0
76,28,18657.0
76,29,18722.0
76,30,18658.0
76,31,18567.0
76,32,18763.0
76,33,18750.0
76,34,18553.0
76,35,18499.0
76,36,18640.0
76,37,18543.0
76,38,18550.0
76,39,18664.0
76,40,18532.0
