Product,Period,Value
88,1,5440.0
88,2,5530.0
88,3,5635.0
88,4,5432.0
88,5,5384.0
88,6,5385.0
88,7,5414.0
88,8,5490.0
88,9,5311.0
88,10,5384.0
88,11,5579.0
88,12,5380.0
88,13,5402.0
88,14,5392.0
88,15,5334.0
88,16,5231.0
88,17,5437.0
88,18,5508.0
88,19,5531.0
88,20,5461.0
88,21,5563.0
88,22,5417.0
88,23,5574.0
88,24,5210.0
88,25,5377.0
88,26,5474.0
88,27,5353.0
88,28,5514.0
88,29,5398.0
88,30,5439.0
88,31,5320.0
88,32,5321.0
88,33,5377.0
88,34,5472.0
88,35,5352.0
88,36,5337.0
88,37,5487.0
88,38,5545.0
88,39,5388.0
88,40,5311.0
