Product,Period,Value
57,1,19670.0
57,2,19740.0
57,3,19658.0
57,4,19627.0
57,5,19561.0
57,6,19623.0
57,7,19709.0
57,8,19536.0
57,9,19704.0
57,10,19506.0
57,11,19589.0
57,12,19838.0
57,13,19619.0
57,14,19721.0
57,15,19772.0
57,16,19528.0
57,17,19718.0
57,18,19589.0
57,19,19470.0
57,20,19615.0
57,21,19652.0
57,22,19590.0
57,23,19740.0
57,24,19550.0
57,25,19759.0
57,26,19686.0
57,27,19665.0
57,28,19798.0
57,29,19746.0
57,30,19665.0
57,31,19695.0
57,32,19698.0
57,33,19730.0
57,34,19705.0
57,35,19400.0
57,36,19702.0
57,37,19680.0
57,38,19782.0
57,39,19730.0
57,40,19868.0
