Product,Period,Value
52,1,17836.0
52,2,17957.0
52,3,18063.0
52,4,17923.0
52,5,18266.0
52,6,18265.0
52,7,18439.0
52,8,18232.0
52,9,18514.0
52,10,18597.0
52,11,18818.0
52,12,19076.0
52,13,19000.0
52,14,18917.0
52,15,19171.0
52,16,19180.0
52,17,19321.0
52,18,19423.0
52,19,19526.0
52,20,19616.0
52,21,19831.0
52,22,19860.0
52,23,19914.0
52,24,19955.0
52,25,20107.0
52,26,20166.0
52,27,20188.0
52,28,20299.0
52,29,20284.0
52,30,20466.0
52,31,20609.0
52,32,20800.0
52,33,20916.0
52,34,20971.0
52,35,21062.0
52,36,21127.0
52,37,21132.0
52,38,21182.0
52,39,21239.0
52,40,21463.0
