Product,Period,Value
31,1,17456.0
31,2,17292.0
31,3,17413.0
31,4,17391.0
31,5,17388.0
31,6,17729.0
31,7,17776.0
31,8,17783.0
31,9,18145.0
31,10,18212.0
31,11,18176.0
31,12,18260.0
31,13,18424.0
31,14,18489.0
31,15,18516.0
31,16,18641.0
31,17,18557.0
31,18,18725.0
31,19,18805.0
31,20,18747.0
31,21,19012.0
31,22,19191.0
31,23,19220.0
31,24,19307.0
31,25,19431.0
31,26,19540.0
31,27,19507.0
31,28,19630.0
31,29,19835.0
31,30,19595.0
31,31,19923.0
31,32,19888.0
31,33,19986.0
31,34,20041.0
31,35,20233.0
31,36,20305.0
31,37,20462.0
31,38,20700.0
31,39,20620.0
31,40,20774.0
