Product,Period,Value
16,1,17529.0
16,2,18018.0
16,3,17723.0
16,4,15472.0
16,5,17832.0
16,6,17998.0
16,7,17725.0
16,8,15678.0
16,9,17561.0
16,10,17959.0
16,11,17923.0
16,12,15681.0
16,13,17649.0
16,14,18065.0
16,15,17802.0
16,16,15735.0
16,17,17812.0
16,18,17958.0
16,19,17935.0
16,20,15510.0
16,21,17667.0
16,22,17877.0
16,23,17917.0
16,24,15738.0
16,25,17598.0
16,26,17829.0
16,27,17937.0
16,28,15545.0
16,29,17543.0
16,30,17736.0
16,31,17597.0
16,32,15393.0
16,33,17804.0
16,34,18032.0
16,35,17922.0
16,36,15737.0
16,37,17725.0
16,38,17910.0
16,39,17830.0
16,40,15652.0
