Product,Period,Value
78,1,18617.0
78,2,18627.0
78,3,18370.0
78,4,18780.0
78,5,18496.0
78,6,18427.0
78,7,18528.0
78,8,18615.0
78,9,18431.0
78,10,18381.0
78,11,18570.0
78,12,18634.0
78,13,18682.0
78,14,18672.0
78,15,18487.0
78,16,18542.0
78,17,18554.0
78,18,18736.0
78,19,18361.0
78,20,18514.0
78,21,18654.0
78,22,18428.0
78,23,18527.0
78,24,18558.0
78,25,18545.0
78,26,18513.0
78,27,18416.0
78,28,18480.0
78,29,18566.0
78,30,18538.0
78,31,18731.0
78,32,18626.0
78,33,18567.0
78,34,18590.0
78,35,18521.0
78,36,18559.0
78,37,18532.0
78,38,18704.0
78,39,18590.0
78,40,18459.0
