Product,Period,Value
72,1,11940.0
72,2,11626.0
72,3,11507.0
72,4,11360.0
72,5,11484.0
72,6,11308.0
72,7,11283.0
72,8,11155.0
72,9,11032.0
72,10,11072.0
72,11,10819.0
72,12,10761.0
72,13,10436.0
72,14,10620.0
72,15,10562.0
72,16,10253.0
72,17,10162.0
72,18,10248.0
72,19,10041.0
72,20,9938.0
72,21,9865.0
72,22,10092.0
72,23,9761.0
72,24,9614.0
72,25,9751.0
72,26,9449.0
72,27,9395.0
72,28,9095.0
72,29,9173.0
72,30,9002.0
72,31,9035.0
72,32,8863.0
72,33,8810.0
72,34,8694.0
72,35,8776.0
72,36,8410.0
72,37,8386.0
72,38,8288.0
72,39,8314.0
72,40,8240.0
