Product,Period,Value
60,1,11546.0
60,2,11475.0
60,3,11559.0
60,4,11470.0
60,5,11712.0
60,6,11496.0
60,7,11687.0
60,8,11523.0
60,9,11576.0
60,10,11635.0
60,11,11587.0
60,12,11755.0
60,13,11632.0
60,14,11563.0
60,15,11680.0
60,16,11535.0
60,17,11603.0
60,18,11600.0
60,19,11506.0
60,20,11495.0
60,21,11575.0
60,22,11570.0
60,23,11502.0
60,24,11724.0
60,25,11567.0
60,26,11743.0
60,27,11736.0
60,28,11639.0
60,29,11735.0
60,30,11688.0
60,31,11547.0
60,32,11661.0
60,33,11548.0
60,34,11512.0
60,35,11787.0
60,36,11585.0
60,37,11566.0
60,38,11540.0
60,39,11396.0
60,40,11554.0
