Product,Period,Value
43,1,14089.0
43,2,14076.0
43,3,14204.0
43,4,14170.0
43,5,13873.0
43,6,14134.0
43,7,14189.0
43,8,14075.0
43,9,14263.0
43,10,14012.0
43,11,14082.0
43,12,14209.0
43,13,14096.0
43,14,14208.0
43,15,14170.0
43,16,14265.0
43,17,14268.0
43,18,14135.0
43,19,14238.0
43,20,13911.0
43,21,14042.0
43,22,14180.0
43,23,14074.0
43,24,14275.0
43,25,14274.0
43,26,14235.0
43,27,14129.0
43,28,14192.0
43,29,13949.0
43,30,14157.0
43,31,14361.0
43,32,14210.0
43,33,14182.0
43,34,14206.0
43,35,14157.0
43,36,14362.0
43,37,14148.0
43,38,14182.0
43,39,14312.0
43,40,14235.0
