Product,Period,Value
28,1,10431.0
28,2,10461.0
28,3,10510.0
28,4,10483.0
28,5,10794.0
28,6,10868.0
28,7,10765.0
28,8,10885.0
28,9,10972.0
28,10,11021.0
28,11,11023.0
28,12,11021.0
28,13,11163.0
28,14,11245.0
28,15,11224.0
28,16,11331.0
28,17,11301.0
28,18,11636.0
28,19,11681.0
28,20,11720.0
28,21,11824.0
28,22,11797.0
28,23,11909.0
28,24,11947.0
28,25,12158.0
28,26,11973.0
28,27,12136.0
28,28,12192.0
28,29,12508.0
28,30,12515.0
28,31,12264.0
28,32,12385.0
28,33,12519.0
28,34,12595.0
28,35,12700.0
28,36,12805.0
28,37,12691.0
28,38,13025.0
28,39,12911.0
28,40,13121.0
