Product,Period,Value
6,1,16479.0
6,2,17616.0
6,3,16379.0
6,4,17649.0
6,5,16077.0
6,6,16963.0
6,7,15969.0
6,8,17193.0
6,9,15788.0
6,10,16657.0
6,11,15661.0
6,12,16725.0
6,13,15413.0
6,14,16298.0
6,15,15381.0
6,16,16279.0
6,17,14964.0
6,18,15662.0
6,19,14774.0
6,20,15841.0
6,21,14376.0
6,22,15246.0
6,23,14369.0
6,24,15352.0
6,25,14410.0
6,26,15038.0
6,27,13910.0
6,28,14969.0
6,29,13928.0
6,30,14525.0
6,31,13654.0
6,32,14656.0
6,33,13627.0
6,34,14176.0
6,35,13134.0
6,36,14195.0
6,37,13064.0
6,38,13747.0
6,39,12926.0
6,40,13716.0
