Product,Period,Value
53,1,14648.0
53,2,14956.0
53,3,14581.0
53,4,14653.0
53,5,14747.0
53,6,14774.0
53,7,14806.0
53,8,14813.0
53,9,14812.0
53,10,14810.0
53,11,14588.0
53,12,14627.0
53,13,14875.0
53,14,14888.0
53,15,14699.0
53,16,14809.0
53,17,14704.0
53,18,14768.0
53,19,14730.0
53,20,14673.0
53,21,14726.0
53,22,14706.0
53,23,14816.0
53,24,14657.0
53,25,14601.0
53,26,14570.0
53,27,14627.0
53,28,14523.0
53,29,14796.0
53,30,14624.0
53,31,14650.0
53,32,14787.0
53,33,14659.0
53,34,14667.0
53,35,14589.0
53,36,14863.0
53,37,14656.0
53,38,14792.0
53,39,14642.0
53,40,14633.0
