Product,Period,Value
20,1,9175.0
20,2,9347.0
20,3,9065.0
20,4,9157.0
20,5,9057.0
20,6,9211.0
20,7,9094.0
20,8,9293.0
20,9,9047.0
20,10,8915.0
20,11,8971.0
20,12,8707.0
20,13,9027.0
20,14,8933.0
20,15,8949.0
20,16,8953.0
20,17,8980.0
20,18,8873.0
20,19,8948.0
20,20,8729.0
20,21,8629.0
20,22,8815.0
20,23,8507.0
20,24,8598.0
20,25,8636.0
20,26,8528.0
20,27,8441.0
20,28,8445.0
20,29,8578.0
20,30,8589.0
20,31,8518.0
20,32,8416.0
20,33,8290.0
20,34,8492.0
20,35,8351.0
20,36,8313.0
20,37,8121.0
20,38,8186.0
20,39,8126.0
20,40,8230.0
