Product,Period,Value
54,1,9542.0
54,2,10837.0
54,3,10151.0
54,4,9394.0
54,5,10015.0
54,6,11233.0
54,7,10440.0
54,8,9571.0
54,9,10263.0
54,10,11323.0
54,11,10869.0
54,12,9922.0
54,13,10485.0
54,14,11724.0
54,15,11044.0
54,16,10266.0
54,17,10855.0
54,18,12008.0
54,19,11334.0
54,20,10388.0
54,21,11219.0
54,22,12386.0
54,23,11695.0
54,24,10761.0
54,25,11434.0
54,26,12684.0
54,27,11956.0
54,28,11043.0
54,29,11672.0
54,30,13171.0
54,31,12375.0
54,32,11400.0
54,33,12115.0
54,34,13510.0
54,35,12581.0
54,36,11764.0
54,37,12369.0
54,38,13643.0
54,39,12907.0
54,40,11922.0
