Product,Period,Value
94,1,17287.0
94,2,17213.0
94,3,17220.0
94,4,17023.0
94,5,17045.0
94,6,17051.0
94,7,16923.0
94,8,16899.0
94,9,16893.0
94,10,16778.0
94,11,16656.0
94,12,16694.0
94,13,16593.0
94,14,16463.0
94,15,16500.0
94,16,16504.0
94,17,16355.0
94,18,16349.0
94,19,16417.0
94,20,16022.0
94,21,15906.0
94,22,16060.0
94,23,16154.0
94,24,16043.0
94,25,16085.0
94,26,15843.0
94,27,15769.0
94,28,15761.0
94,29,15767.0
94,30,15576.0
94,31,15609.0
94,32,15385.0
94,33,15443.0
94,34,15539.0
94,35,15282.0
94,36,15289.0
94,37,15214.0
94,38,15187.0
94,39,15179.0
94,40,15060.0
