Product,Period,Value
92,1,10776.0
92,2,10052.0
92,3,10072.0
92,4,10501.0
92,5,10565.0
92,6,9805.0
92,7,9838.0
92,8,10307.0
92,9,10420.0
92,10,9861.0
92,11,9887.0
92,12,10460.0
92,13,10513.0
92,14,9713.0
92,15,9916.0
92,16,10302.0
92,17,10438.0
92,18,9796.0
92,19,9721.0
92,20,10275.0
92,21,10535.0
92,22,9839.0
92,23,9958.0
92,24,10093.0
92,25,10374.0
92,26,9757.0
92,27,9809.0
92,28,10186.0
92,29,10490.0
92,30,9746.0
92,31,9683.0
92,32,10064.0
92,33,10374.0
92,34,9700.0
92,35,9646.0
92,36,10339.0
92,37,10090.0
92,38,9455.0
92,39,9540.0
92,40,10006.0
