Product,Period,Value
35,1,13805.0
35,2,13387.0
35,3,13617.0
35,4,13647.0
35,5,13646.0
35,6,13568.0
35,7,13667.0
35,8,13638.0
35,9,13886.0
35,10,13916.0
35,11,13945.0
35,12,13898.0
35,13,14165.0
35,14,14045.0
35,15,14353.0
35,16,14049.0
35,17,13897.0
35,18,14271.0
35,19,14308.0
35,20,14115.0
35,21,14218.0
35,22,14141.0
35,23,14224.0
35,24,14349.0
35,25,14326.0
35,26,14576.0
35,27,14496.0
35,28,14365.0
35,29,14369.0
35,30,14266.0
35,31,14554.0
35,32,14562.0
35,33,14472.0
35,34,14517.0
35,35,14621.0
35,36,14640.0
35,37,14462.0
35,38,14874.0
35,39,14871.0
35,40,14872.0
