Product,Period,Value
93,1,12987.0
93,2,12964.0
93,3,12909.0
93,4,13214.0
93,5,13348.0
93,6,13109.0
93,7,13400.0
93,8,13213.0
93,9,13410.0
93,10,13520.0
93,11,13363.0
93,12,13567.0
93,13,13685.0
93,14,13544.0
93,15,13759.0
93,16,13671.0
93,17,13767.0
93,18,13897.0
93,19,14059.0
93,20,13839.0
93,21,14135.0
93,22,14104.0
93,23,14389.0
93,24,14431.0
93,25,14245.0
93,26,14496.0
93,27,14446.0
93,28,14468.0
93,29,14683.0
93,30,14686.0
93,31,14778.0
93,32,14720.0
93,33,14697.0
93,34,14737.0
93,35,14694.0
93,36,14838.0
93,37,15015.0
93,38,15251.0
93,39,15038.0
93,40,15308.0
