Product,Period,Value
99,1,6328.0
99,2,6156.0
99,3,6006.0
99,4,5814.0
99,5,5868.0
99,6,5544.0
99,7,5675.0
99,8,5751.0
99,9,5585.0
99,10,5414.0
99,11,5466.0
99,12,5431.0
99,13,5361.0
99,14,5056.0
99,15,4905.0
99,16,4876.0
99,17,4825.0
99,18,4846.0
99,19,4589.0
99,20,4301.0
99,21,4489.0
99,22,4342.0
99,23,4342.0
99,24,3980.0
99,25,3937.0
99,26,4146.0
99,27,3837.0
99,28,3747.0
99,29,3655.0
99,30,3718.0
99,31,3389.0
99,32,3571.0
99,33,3449.0
99,34,3212.0
99,35,3193.0
99,36,3219.0
99,37,3071.0
99,38,3144.0
99,39,2774.0
99,40,2862.0
