Product,Period,Value
7,1,12328.0
7,2,12356.0
7,3,12449.0
7,4,12584.0
7,5,12695.0
7,6,12445.0
7,7,12686.0
7,8,12555.0
7,9,12835.0
7,10,12919.0
7,11,12861.0
7,12,12753.0
7,13,12879.0
7,14,13055.0
7,15,13034.0
7,16,13219.0
7,17,13206.0
7,18,13229.0
7,19,13365.0
7,20,13370.0
7,21,13435.0
7,22,13458.0
7,23,13468.0
7,24,13486.0
7,25,13688.0
7,26,13810.0
7,27,13834.0
7,28,13875.0
7,29,13769.0
7,30,13827.0
7,31,14106.0
7,32,14152.0
7,33,14134.0
7,34,13971.0
7,35,14151.0
7,36,14207.0
7,37,14479.0
7,38,14335.0
7,39,14599.0
7,40,14717.0
