Product,Period,Value
59,1,6174.0
59,2,6057.0
59,3,5695.0
59,4,5135.0
59,5,6081.0
59,6,5725.0
59,7,5653.0
59,8,5055.0
59,9,5785.0
59,10,5602.0
59,11,5313.0
59,12,4880.0
59,13,5671.0
59,14,5458.0
59,15,5000.0
59,16,4740.0
59,17,5395.0
59,18,5252.0
59,19,4989.0
59,20,4308.0
59,21,5056.0
59,22,5120.0
59,23,4714.0
59,24,4391.0
59,25,4948.0
59,26,4619.0
59,27,4512.0
59,28,3966.0
59,29,4578.0
59,30,4608.0
59,31,4244.0
59,32,3951.0
59,33,4440.0
59,34,4403.0
59,35,3829.0
59,36,3829.0
59,37,4204.0
59,38,4105.0
59,39,3794.0
59,40,3546.0
