Product,Period,Value
74,1,16105.0
74,2,13277.0
74,3,14530.0
74,4,13560.0
74,5,15717.0
74,6,13200.0
74,7,14457.0
74,8,13374.0
74,9,15804.0
74,10,12926.0
74,11,14324.0
74,12,13301.0
74,13,15375.0
74,14,12675.0
74,15,13912.0
74,16,13233.0
74,17,15225.0
74,18,12554.0
74,19,13870.0
74,20,12881.0
74,21,14893.0
74,22,12420.0
74,23,13680.0
74,24,12885.0
74,25,14770.0
74,26,12318.0
74,27,13504.0
74,28,12578.0
74,29,14510.0
74,30,11986.0
74,31,13196.0
74,32,12414.0
74,33,14440.0
74,34,12032.0
74,35,13329.0
74,36,12298.0
74,37,14119.0
74,38,11638.0
74,39,12848.0
74,40,12009.0
