Product,Period,Value
9,1,12708.0
9,2,12892.0
9,3,12943.0
9,4,12896.0
9,5,13259.0
9,6,13139.0
9,7,13077.0
9,8,13285.0
9,9,13089.0
9,10,13298.0
9,11,13171.0
9,12,13080.0
9,13,13091.0
9,14,13056.0
9,15,13313.0
9,16,13455.0
9,17,13508.0
9,18,13452.0
9,19,13613.0
9,20,13294.0
9,21,13492.0
9,22,13430.0
9,23,13597.0
9,24,13535.0
9,25,13523.0
9,26,13888.0
9,27,13825.0
9,28,13581.0
9,29,13866.0
9,30,13798.0
9,31,13814.0
9,32,13718.0
9,33,14013.0
9,34,13794.0
9,35,14134.0
9,36,13986.0
9,37,13967.0
9,38,14115.0
9,39,14253.0
9,40,14122.0
