Product,Period,Value
41,1,8155.0
41,2,6545.0
41,3,9473.0
41,4,6808.0
41,5,8215.0
41,6,6507.0
41,7,9606.0
41,8,6577.0
41,9,8244.0
41,10,6741.0
41,11,9635.0
41,12,6849.0
41,13,8115.0
41,14,6560.0
41,15,9351.0
41,16,6775.0
41,17,8132.0
41,18,6707.0
41,19,9513.0
41,20,6881.0
41,21,8395.0
41,22,6532.0
41,23,9657.0
41,24,6727.0
41,25,8255.0
41,26,6491.0
41,27,9581.0
41,28,7061.0
41,29,8459.0
41,30,6664.0
41,31,9542.0
41,32,6712.0
41,33,8202.0
41,34,6740.0
41,35,9506.0
41,36,6626.0
41,37,8294.0
41,38,6442.0
41,39,9630.0
41,40,6746.0
