Product,Period,Value
61,1,16115.0
61,2,16079.0
61,3,15947.0
61,4,16145.0
61,5,16007.0
61,6,15943.0
61,7,16069.0
61,8,16014.0
61,9,16113.0
61,10,16045.0
61,11,16402.0
61,12,16172.0
61,13,16355.0
61,14,16283.0
61,15,16254.0
61,16,16354.0
61,17,16291.0
61,18,16420.0
61,19,16355.0
61,20,16359.0
61,21,16301.0
61,22,16494.0
61,23,16284.0
61,24,16516.0
61,25,16429.0
61,26,16662.0
61,27,16478.0
61,28,16511.0
61,29,16586.0
61,30,16350.0
61,31,16619.0
61,32,16719.0
61,33,16528.0
61,34,16684.0
61,35,16677.0
61,36,16740.0
61,37,16716.0
61,38,16749.0
61,39,16901.0
61,40,16678.0
