Product,Period,Value
42,1,13940.0
42,2,13844.0
42,3,13937.0
42,4,13921.0
42,5,13929.0
42,6,13875.0
42,7,13765.0
42,8,13824.0
42,9,13821.0
42,10,13830.0
42,11,13890.0
42,12,13629.0
42,13,13679.0
42,14,13529.0
42,15,13737.0
42,16,13671.0
42,17,13498.0
42,18,13666.0
42,19,13474.0
42,20,13457.0
42,21,13291.0
42,22,13337.0
42,23,13383.0
42,24,13410.0
42,25,13208.0
42,26,13311.0
42,27,13326.0
42,28,13276.0
42,29,13302.0
42,30,13109.0
42,31,13149.0
42,32,12974.0
42,33,13108.0
42,34,12864.0
42,35,12878.0
42,36,12954.0
42,37,12842.0
42,38,12888.0
42,39,12808.0
42,40,12785.0
