Product,Period,Value
2,1,13295.0
2,2,11896.0
2,3,11657.0
2,4,11885.0
2,5,12801.0
2,6,11684.0
2,7,11613.0
2,8,11700.0
2,9,12570.0
2,10,11376.0
2,11,11167.0
2,12,11321.0
2,13,12367.0
2,14,11043.0
2,15,10756.0
2,16,11126.0
2,17,12086.0
2,18,10831.0
2,19,10572.0
2,20,10910.0
2,21,11725.0
2,22,10570.0
2,23,10387.0
2,24,10638.0
2,25,11325.0
2,26,10372.0
2,27,10085.0
2,28,10220.0
2,29,10955.0
2,30,9985.0
2,31,9865.0
2,32,10085.0
2,33,10506.0
2,34,9717.0
2,35,9508.0
2,36,9840.0
2,37,10600.0
2,38,9553.0
2,39,9226.0
2,40,9536.0
