Product,Period,Value
100,1,7133.0
100,2,7122.0
100,3,7111.0
100,4,7239.0
100,5,7079.0
100,6,7306.0
100,7,7326.0
100,8,7102.0
100,9,7097.0
100,10,7141.0
100,11,7309.0
100,12,7264.0
100,13,7317.0
100,14,7160.0
100,15,7363.0
100,16,7423.0
100,17,7176.0
100,18,7353.0
100,19,7345.0
100,20,7199.0
100,21,7333.0
100,22,7440.0
100,23,7630.0
100,24,7323.0
100,25,7402.0
100,26,7207.0
100,27,7442.0
100,28,7312.0
100,29,7437.0
100,30,7460.0
100,31,7618.0
100,32,7489.0
100,33,7360.0
100,34,7496.0
100,35,7537.0
100,36,7413.0
100,37,7645.0
100,38,7741.0
100,39,7491.0
100,40,7418.0
