Product,Period,Value
81,1,8055.0
81,2,11352.0
81,3,8075.0
81,4,9147.0
81,5,7983.0
81,6,11423.0
81,7,7974.0
81,8,9139.0
81,9,8235.0
81,10,11328.0
81,11,7803.0
81,12,9224.0
81,13,8431.0
81,14,11444.0
81,15,7731.0
81,16,9219.0
81,17,8275.0
81,18,11217.0
81,19,7985.0
81,20,9169.0
81,21,8194.0
81,22,11430.0
81,23,7910.0
81,24,9334.0
81,25,8125.0
81,26,11362.0
81,27,7951.0
81,28,9380.0
81,29,8239.0
81,30,11311.0
81,31,7923.0
81,32,9161.0
81,33,8350.0
81,34,11292.0
81,35,7935.0
81,36,9092.0
81,37,8104.0
81,38,11330.0
81,39,7876.0
81,40,9261.0
