Product,Period,Value
15,1,16609.0
15,2,16719.0
15,3,16847.0
15,4,16899.0
15,5,16689.0
15,6,16595.0
15,7,16701.0
15,8,16559.0
15,9,16675.0
15,10,16746.0
15,11,16695.0
15,12,16779.0
15,13,16808.0
15,14,16603.0
15,15,16788.0
15,16,16683.0
15,17,16755.0
15,18,16808.0
15,19,16843.0
15,20,16668.0
15,21,16789.0
15,22,16700.0
15,23,16696.0
15,24,16723.0
15,25,16820.0
15,26,16709.0
15,27,16787.0
15,28,16632.0
15,29,16761.0
15,30,16936.0
15,31,16666.0
15,32,16737.0
15,33,16783.0
15,34,16719.0
15,35,16634.0
15,36,16772.0
15,37,16911.0
15,38,16759.0
15,39,16747.0
15,40,16620.0
