Product,Period,Value
25,1,9985.0
25,2,9563.0
25,3,10377.0
25,4,9447.0
25,5,9588.0
25,6,9150.0
25,7,9775.0
25,8,8957.0
25,9,9402.0
25,10,8794.0
25,11,9666.0
25,12,8839.0
25,13,8863.0
25,14,8507.0
25,15,9261.0
25,16,8384.0
25,17,8710.0
25,18,8091.0
25,19,8801.0
25,20,7938.0
25,21,8462.0
25,22,7759.0
25,23,8569.0
25,24,7646.0
25,25,7914.0
25,26,7701.0
25,27,8210.0
25,28,7269.0
25,29,7613.0
25,30,7301.0
25,31,7935.0
25,32,6979.0
25,33,7326.0
25,34,6936.0
25,35,7421.0
25,36,6820.0
25,37,6917.0
25,38,6485.0
25,39,6974.0
25,40,6401.0
