Product,Period,Value
91,1,17563.0
91,2,17253.0
91,3,17347.0
91,4,17305.0
91,5,17157.0
91,6,17034.0
91,7,17165.0
91,8,17177.0
91,9,16936.0
91,10,16767.0
91,11,16849.0
91,12,16815.0
91,13,16705.0
91,14,16554.0
91,15,16546.0
91,16,16719.0
91,17,16316.0
91,18,16473.0
91,19,16413.0
91,20,16396.0
91,21,16280.0
91,22,16181.0
91,23,16095.0
91,24,16162.0
91,25,16083.0
91,26,15782.0
91,27,15815.0
91,28,15799.0
91,29,15894.0
91,30,15739.0
91,31,15563.0
91,32,15633.0
91,33,15587.0
91,34,15503.0
91,35,15298.0
91,36,15328.0
91,37,15249.0
91,38,15195.0
91,39,15121.0
91,40,15183.0
