Product,Period,Value
69,1,17107.0
69,2,18565.0
69,3,17888.0
69,4,18964.0
69,5,17395.0
69,6,18736.0
69,7,18216.0
69,8,19329.0
69,9,17791.0
69,10,19397.0
69,11,18644.0
69,12,19780.0
69,13,18367.0
69,14,19517.0
69,15,18944.0
69,16,20170.0
69,17,18534.0
69,18,20193.0
69,19,19456.0
69,20,20646.0
69,21,18914.0
69,22,20400.0
69,23,19698.0
69,24,20821.0
69,25,19319.0
69,26,20536.0
69,27,20109.0
69,28,21267.0
69,29,19681.0
69,30,21143.0
69,31,20614.0
69,32,21832.0
69,33,20142.0
69,34,21705.0
69,35,20742.0
69,36,22213.0
69,37,20451.0
69,38,22017.0
69,39,21168.0
69,40,22492.0
